UF,municipality,code,area_de_ponderacao,N,P_AGUAENC,P_AGUAENCDENTRO,P_AGUAREDE,P_ESGOTOPUB,P_ESGOTOQUAL,P_MATPAREDES,P_OVERCROWDING,P_DESEMP,P_ENSFUND,P_ENSMED,P_ENSSUP,P_FORTRAB,P_FREQESCOLA
31,06200,3106200,3106200005011,10004.99998998642,99.99999990977813,98.16985376528464,99.99999990977813,99.99999990977813,99.99999990977813,99.34636028774548,0,4.905463865725324,89.83617809572024,82.27713973319624,57.98920504457783,66.43825446662959,93.67153849452734
31,06200,3106200,3106200005012,12287.99994063377,99.99186153727351,97.03870350931538,99.57741956895916,97.93615380040137,98.67153906234307,99.20864854793763,.8714400166354608,3.647410648409277,92.03100741651724,87.25477436601068,66.25131858818349,63.16047816217178,85.75477073900402
31,06200,3106200,3106200005013,8771.999972105026,99.99999962456059,99.99999962456059,99.99999962456059,99.70685699663591,99.70685699663591,99.99999962456059,.33716163598001,2.030447573633865,93.23370201746002,88.5234878223855,67.59687474841485,67.8706020640675,92.45383311063051
31,06200,3106200,3106200005014,10913.00001430511,99.99999992433004,97.8627459902782,99.99999992433004,95.37354738567956,95.37354738567956,99.76416809367947,5.629599321400747,7.052803426631726,36.694220273057,19.11602680338547,1.883629709482193,71.68489262112416,73.45821978524327
31,06200,3106200,3106200005015,15043.00003290176,99.8576198995579,94.85774950589985,99.8576198995579,98.56007169000804,98.56007169000804,99.8745008429978,2.217010274762288,4.419710079673678,76.9713878602488,70.60221158026252,50.82745303225238,65.39186280569993,86.10546477138996
31,06200,3106200,3106200005016,10798.99998140335,100.0000000873115,96.78301857202314,100.0000000873115,99.08028895151801,99.20325632556342,100.0000000873115,.4821210401132703,3.973670862615108,89.11820312205236,84.05439387715887,60.54618069028948,67.40220432548085,96.68689453974366
31,06200,3106200,3106200005017,18974.99992656708,99.73407278303057,98.83941730950028,99.73407278303057,97.72250112146139,98.00741127110086,99.78063841117546,3.275784803554416,7.264961890177801,62.83079847344197,47.05024619906908,12.65320617094403,65.51436304798699,92.82783316448331
31,06200,3106200,3106200005018,14116.9999961853,100.0000031723175,99.74311078549363,100.0000031723175,99.0553849900607,99.18760216678493,99.84556486015208,.6351510994136333,4.858219600282609,78.07150207227096,66.34145090356469,32.24112312891521,67.36572626978159,84.14037227630615
31,06200,3106200,3106200005019,13840.99993944168,99.99999671708792,99.68062166590244,99.99999671708792,99.49450361309573,99.49450361309573,99.99999671708792,1.45811652764678,5.499113441328518,85.02220758164185,76.40646327054128,45.36006944254041,68.57209600057104,85.33159999642521
31,06200,3106200,3106200005020,9666.000062942505,100.0000006730261,99.81238646214479,100.0000006730261,97.51065656091669,97.51065656091669,100.0000006730261,1.892368355765939,5.167994578368962,73.9202039592783,64.35614920555963,28.42874962079804,64.1708681374439,87.6643973053433
31,06200,3106200,3106200005021,8815.000018596649,99.81827401206829,99.81827401206829,99.81827401206829,98.06028265156783,98.34354094346054,99.81798629160039,2.608563122339547,4.007705190451816,68.53812824992929,52.73675378703047,17.51085708965547,63.45328572788276,86.46629843860865
31,06200,3106200,3106200005022,12169.9999332428,99.99999940191628,97.91927241749363,99.88301521661924,87.22124928754056,87.39077282516519,99.73288143082755,9.041977027663961,8.15447001659777,40.58096289954847,24.06281163275708,2.152612459030934,69.62994706991594,89.86674754414707
31,06200,3106200,3106200005023,10454.00000047684,99.78410507319495,99.22829538118094,99.6213584090583,91.53343704529107,92.25434103282169,99.35948620550334,2.889877581037581,10.6348349043401,52.05456903786398,31.95757574285381,3.743767348350957,71.44640979240648,84.11335048731416
31,06200,3106200,3106200005024,10316.99998426437,99.99999752471922,98.03121214936255,98.92395905189915,81.43742923130048,84.75661839329405,99.74646032060264,6.483645890693879,9.441988018807024,43.02927192256902,24.34705175692216,2.490947069600224,67.17702604073565,81.76820224616677
31,06200,3106200,3106200005025,8958.000000476837,99.20222280779853,98.34791099419817,97.84534506034106,86.28609097795561,87.58238649461418,99.7743409476243,5.136599496472627,8.159726083977148,49.93664308276493,31.31285335985012,5.560254867305048,70.32016289886087,82.92281487956643
31,06200,3106200,3106200005026,15199.99998235703,99.76138842466753,97.8642728732666,99.61090736032929,92.48087524611037,93.05527535907459,99.86168980540242,4.142044833861291,5.964606808265671,59.47822175658075,41.80516154738143,10.47392023610882,68.20839744759724,86.24903941527009
